ts_s,utime_cs,stime_cs,minflt,majflt,rchar,read_bytes,VmRSS_kB
415.2,2895,1321,1563931,197410,12001519,34181120,1595856
416.2,2909,1324,1565908,198105,12001519,34181120,1542400
417.2,2926,1326,1567899,198783,12001519,34181120,1502448
418.2,2937,1330,1570958,199839,12001519,34181120,1521760
419.2,2947,1332,1574207,200977,12001519,34213888,1583760
420.3,2959,1333,1576790,201885,12001519,34213888,1608992
421.3,2973,1336,1579195,202828,12001519,34213888,1635824
422.3,2984,1339,1581723,203771,12001519,34213888,1639856
423.3,2995,1343,1584091,204674,12001519,34213888,1598768
424.3,3007,1347,1586456,205622,12001519,34213888,1563504
425.4,3017,1351,1588864,206545,12001519,34213888,1576224
426.4,3028,1354,1591288,207506,12001519,34426880,1561024
427.4,3043,1357,1593807,208507,12001519,35147776,1574448
428.4,3053,1359,1596161,209453,12001519,36081664,1567840
429.4,3065,1363,1598520,210441,12001519,37326848,1550448
430.4,3081,1365,1600941,211415,12001519,37949440,1557040
431.5,3093,1368,1603389,212424,12001519,38883328,1555616
432.5,3107,1369,1605796,213410,12001519,39718912,1560864
433.5,3119,1372,1608045,214318,12001519,40472576,1566576
434.5,3133,1372,1609998,215146,12001519,41750528,1553344
435.5,3145,1373,1612002,215879,12001519,41750528,1526624
436.5,3154,1376,1615094,217017,12001519,41750528,1578944
437.6,3167,1380,1618108,218169,12001519,41934848,1621632
438.6,3177,1382,1620535,219118,12001519,41984000,1630352
439.6,3188,1386,1623006,220050,12001519,41984000,1629664
440.6,3204,1388,1625304,220902,12001519,42033152,1608224
441.6,3223,1391,1627840,221776,12001519,42033152,1594368
442.7,3233,1394,1630420,222668,12001519,42082304,1586560
443.7,3243,1399,1632947,223557,12001519,42082304,1584784
444.7,3254,1403,1635657,224493,12001519,42131456,1597440
445.7,3269,1405,1638105,225408,12001519,42131456,1589856
446.7,3283,1407,1640496,226342,12001519,42131456,1577152
447.8,3299,1412,1642878,227230,12001519,42131456,1570880
448.8,3316,1414,1645247,228145,12001519,42131456,1564272
449.8,3332,1417,1647747,229099,12001519,42131456,1569664
450.8,3344,1420,1650142,230008,12001519,42131456,1566576
451.8,3360,1420,1652468,230891,12001519,42131456,1571760
452.9,3368,1423,1654337,231631,12001519,42131456,1547024
453.9,3378,1425,1656316,232313,12001519,42131456,1569744
454.9,3387,1429,1659256,233379,12001519,42131456,1609168
455.9,3396,1434,1662248,234497,12001519,42164224,1675344
456.9,3406,1438,1664608,235383,12001519,42164224,1658480
458.0,3418,1440,1666972,236311,12001519,42164224,1639872
459.0,3431,1442,1669394,237243,12001519,42164224,1634528
460.0,3441,1445,1671779,238119,12001519,42164224,1623648
461.0,3460,1449,1674121,238951,12001519,42164224,1619648
462.0,3478,1452,1676543,239801,12001519,42164224,1608816
463.1,3489,1455,1679054,240751,12001519,42164224,1601328
464.1,3501,1457,1681557,241704,12001519,42164224,1590896
465.1,3515,1459,1683918,242617,12001519,42164224,1583072
466.1,3531,1461,1686401,243513,12001519,42164224,1576064
467.1,3546,1465,1688838,244332,12001519,42164224,1595376
468.2,3560,1468,1691229,245148,12001519,42164224,1595984
469.2,3578,1471,1693755,246012,12001519,42164224,1596816
470.2,3595,1475,1696139,246864,12001519,42164224,1602560
471.2,3607,1477,1698263,247605,12001519,42164224,1585984
472.2,3622,1478,1700542,248393,12001519,42164224,1578768
473.3,3631,1481,1702827,249203,12001519,42164224,1585232
474.3,3641,1487,1706231,250454,12001519,42196992,1637104
475.3,3653,1490,1708426,251301,12001519,42196992,1599920
476.3,3668,1492,1710951,252220,12001519,42196992,1609760
477.3,3688,1492,1713939,253224,12001519,42196992,1619664
478.4,3706,1495,1716821,254210,12001519,42196992,1617728
479.4,3719,1498,1719087,255037,12001519,42196992,1605584
480.4,3736,1500,1721822,255958,12001519,42196992,1607488
481.4,3746,1503,1724190,256873,12001519,42196992,1588400
482.4,3760,1510,1726636,257794,12001519,42196992,1592080
483.5,3774,1512,1729142,258736,12001519,42196992,1594272
484.5,3789,1515,1731810,259633,12001519,42196992,1596464
485.5,3801,1518,1734572,260563,12001519,42196992,1597152
486.5,3818,1522,1737583,261622,12001519,42196992,1605776
487.5,3829,1528,1740259,262531,12001519,42196992,1607440
488.6,3844,1531,1742485,263273,12001519,42196992,1593792
489.6,3856,1536,1744512,264016,12001519,42196992,1577616
490.6,3869,1541,1746624,264778,12001519,42196992,1584816
491.6,3878,1545,1749844,265918,12001519,42196992,1636992
492.6,3890,1549,1752579,266932,12001519,42213376,1609280
493.7,3903,1550,1755028,267867,12001519,42213376,1604608
494.7,3916,1555,1757729,268839,12001519,42213376,1602032
495.7,3935,1559,1760446,269769,12001519,42213376,1607632
496.7,3959,1560,1762965,270678,12001519,42213376,1601664
497.7,3974,1563,1765209,271441,12001519,42213376,1588784
498.8,3990,1567,1767579,272270,12001519,42213376,1585968
499.8,4006,1568,1770373,273239,12001519,42213376,1587552
500.8,4022,1571,1772974,274169,12001519,42213376,1585392
501.8,4035,1572,1775627,275073,12001519,42213376,1589504
502.9,4050,1574,1778371,276001,12001519,42213376,1593072
503.9,4070,1578,1781310,277006,12001519,42213376,1597776
504.9,4090,1581,1783850,277868,12001519,42213376,1603040
505.9,4103,1585,1786257,278710,12001519,42213376,1579152
506.9,4113,1588,1788489,279447,12001519,42213376,1578512
508.0,4125,1590,1790566,280201,12001519,42213376,1559408
509.0,4135,1593,1793462,281220,12001519,42213376,1602736
510.0,4145,1594,1796432,282336,12001519,42250240,1644560
511.0,4157,1600,1798934,283256,12001519,42250240,1602720
512.0,4172,1604,1801405,284162,12001519,42250240,1598464
513.0,4182,1606,1803934,285089,12001519,42250240,1596000
514.1,4197,1607,1806713,285996,12001519,42250240,1587120
515.1,4210,1611,1809145,286853,12001519,42250240,1581520
