ts_s,utime_cs,stime_cs,minflt,majflt,rchar,read_bytes,VmRSS_kB
475.4,3613,1559,1708029,251938,12001519,36384768,1897040
476.4,3622,1560,1709902,252648,12001519,36384768,1874896
477.4,3637,1563,1712147,253511,12001519,36384768,1800432
478.5,3648,1565,1715807,254756,12001519,36401152,1838304
479.5,3665,1572,1718835,255848,12001519,36831232,1804688
480.5,3679,1576,1721172,256638,12001519,36978688,1798576
481.5,3699,1580,1723697,257522,12001519,37093376,1798384
482.6,3712,1583,1726105,258387,12001519,37273600,1799952
483.6,3725,1585,1728565,259228,12001519,37421056,1804464
484.6,3738,1588,1731160,260152,12001519,37552128,1812096
485.6,3752,1591,1733633,261130,12001519,37666816,1804672
486.6,3765,1593,1736171,262114,12001519,37781504,1801312
487.6,3779,1597,1738536,263014,12001519,37781504,1791072
488.7,3794,1599,1740903,263933,12001519,37781504,1800096
489.7,3811,1602,1743289,264853,12001519,37781504,1770992
490.7,3826,1606,1745675,265786,12001519,37781504,1692176
491.7,3843,1609,1748243,266712,12001519,37781504,1681376
492.8,3860,1613,1750912,267620,12001519,37814272,1682928
493.8,3880,1617,1753462,268497,12001519,37814272,1698576
494.8,3904,1617,1755748,269356,12001519,37814272,1678112
495.8,3919,1622,1758436,270304,12001519,37814272,1683408
496.8,3925,1633,1762216,271603,12001519,38043648,1723856
497.9,3939,1638,1764712,272479,12001519,38043648,1721488
498.9,3953,1640,1767136,273285,12001519,38043648,1667344
499.9,3963,1642,1769422,274120,12001519,38043648,1666016
500.9,3975,1644,1771875,274975,12001519,38043648,1662816
502.0,3991,1645,1774444,275871,12001519,38043648,1671424
503.0,4010,1647,1776837,276782,12001519,38043648,1665920
504.0,4025,1650,1779343,277734,12001519,38043648,1670640
505.0,4040,1654,1781701,278659,12001519,38043648,1653936
506.0,4057,1659,1784124,279605,12001519,38043648,1663616
507.1,4071,1663,1786515,280517,12001519,38043648,1661488
508.1,4091,1666,1789020,281451,12001519,38043648,1664528
509.1,4112,1668,1791409,282382,12001519,38043648,1663808
510.1,4126,1674,1794033,283306,12001519,38043648,1698656
511.2,4149,1677,1796558,284200,12001519,38043648,1709296
512.2,4164,1681,1798923,285055,12001519,38043648,1688384
513.2,4181,1684,1801188,285915,12001519,38043648,1690480
514.2,4192,1687,1804062,286896,12001519,38043648,1727264
